id,Time_spent_Alone,Social_event_attendance,Going_outside,Friends_circle_size,Post_frequency,Stage_fear_No,Stage_fear_Yes,Drained_after_socializing_No,Drained_after_socializing_Yes,Personality
8002,-1.0010043650490912,0.5076910090336915,0.2945865594969173,1.1040499974759586,0.9222987165744131,1.0,0.0,1.0,0.0,1
8006,-0.6208473157559684,-0.2624241749836202,0.8251756446505486,-0.6145418087611437,-0.9229144516585223,1.0,0.0,1.0,0.0,0
8008,-0.24069026646284564,-0.647481766992276,-0.7665916108103452,1.5950762278294164,-0.9229144516585223,1.0,0.0,1.0,0.0,0
8009,-0.6208473157559684,-0.647481766992276,-0.7665916108103452,0.8585368822992296,-0.9229144516585223,1.0,0.0,1.0,0.0,0
8010,-0.6208473157559684,-0.647481766992276,0.2945865594969173,1.3495631126526875,0.553256082927826,1.0,0.0,1.0,0.0,0
8012,-0.24069026646284564,-0.2624241749836202,-0.23600252565671395,-0.8600549239378725,-0.18482918436534815,1.0,0.0,1.0,0.0,0
8013,0.13946678283027714,1.6628637850596588,0.2945865594969173,0.12199753676904299,0.18421344928123892,1.0,0.0,1.0,0.0,0
8018,-0.6208473157559684,1.2778061930510032,-0.7665916108103452,0.36751065194577187,-0.5538718180119352,1.0,0.0,1.0,0.0,0
8019,0.8997808814165227,-1.0325393590009317,-2.358358866271239,-1.8421073846447882,-0.9229144516585223,0.0,1.0,0.0,1.0,1
8020,-0.24069026646284564,0.8927486010423473,-0.7665916108103452,0.12199753676904299,0.553256082927826,1.0,0.0,1.0,0.0,0
8021,-0.24069026646284564,1.2778061930510032,0.2945865594969173,-0.3690286935844148,-0.18482918436534815,1.0,0.0,1.0,0.0,0
8022,3.1807231771752593,-1.0325393590009317,-0.7665916108103452,-1.3510811542913304,-1.6609997189516963,0.0,1.0,0.0,1.0,1
8025,0.13946678283027714,-0.647481766992276,0.8251756446505486,0.36751065194577187,0.18421344928123892,1.0,0.0,1.0,0.0,0
8027,0.5196238321233999,1.2778061930510032,0.2945865594969173,-0.3690286935844148,0.9222987165744131,1.0,0.0,1.0,0.0,0
8028,-0.24069026646284564,1.2778061930510032,-0.23600252565671395,-1.1055680391146014,-0.9229144516585223,1.0,0.0,1.0,0.0,0
8029,-0.24069026646284564,0.8927486010423473,1.35576472980418,-0.8600549239378725,-0.9229144516585223,1.0,0.0,1.0,0.0,0
8030,-1.0010043650490912,0.5076910090336915,-0.7665916108103452,-0.8600549239378725,1.291341350221,1.0,0.0,1.0,0.0,0
8031,0.13946678283027714,1.2778061930510032,1.35576472980418,0.6130237671225007,-0.18482918436534815,1.0,0.0,1.0,0.0,0
8034,2.8005661278821368,-1.0325393590009317,-1.8277697811176077,-1.3510811542913304,-0.9229144516585223,0.0,1.0,0.0,1.0,1
8035,2.0402520292958912,-1.8026545430182435,-1.2971806959639764,-1.3510811542913304,-2.0300423525982834,0.0,1.0,0.0,1.0,1
8036,0.13946678283027714,1.6628637850596588,0.2945865594969173,0.36751065194577187,-0.5538718180119352,1.0,0.0,1.0,0.0,0
8038,2.0402520292958912,-1.0325393590009317,-1.2971806959639764,-0.8600549239378725,-1.6609997189516963,0.0,1.0,0.0,1.0,1
8040,-0.6208473157559684,0.5076910090336915,-0.23600252565671395,-0.6145418087611437,0.18421344928123892,1.0,0.0,1.0,0.0,0
8042,2.0402520292958912,-1.8026545430182435,-1.8277697811176077,-2.087620499821517,-2.0300423525982834,0.0,1.0,0.0,1.0,1
8043,-0.6208473157559684,0.5076910090336915,1.35576472980418,1.3495631126526875,-0.9229144516585223,1.0,0.0,1.0,0.0,0
8044,-0.24069026646284564,0.12263341702503563,1.35576472980418,1.3495631126526875,-0.18482918436534815,1.0,0.0,1.0,0.0,0
8045,0.8997808814165227,-2.1877121350268993,-1.8277697811176077,-2.087620499821517,-1.2919570853051094,0.0,1.0,0.0,1.0,1
8046,0.13946678283027714,-1.0325393590009317,0.8251756446505486,-0.8600549239378725,1.6603839838675871,1.0,0.0,1.0,0.0,0
8048,0.5196238321233999,-1.0325393590009317,-1.2971806959639764,-0.8600549239378725,-1.6609997189516963,0.0,1.0,0.0,1.0,1
8049,-0.24069026646284564,-0.647481766992276,-0.23600252565671395,1.5950762278294164,0.18421344928123892,1.0,0.0,1.0,0.0,0
8050,-0.24069026646284564,0.12263341702503563,0.8251756446505486,0.36751065194577187,0.9222987165744131,1.0,0.0,1.0,0.0,0
8052,-0.24069026646284564,0.5076910090336915,-0.7665916108103452,0.12199753676904299,0.18421344928123892,1.0,0.0,1.0,0.0,0
8053,-0.6208473157559684,-0.647481766992276,-0.23600252565671395,0.12199753676904299,-0.18482918436534815,1.0,0.0,1.0,0.0,0
8054,-0.24069026646284564,1.2778061930510032,-0.7665916108103452,0.6130237671225007,0.18421344928123892,1.0,0.0,1.0,0.0,0
8055,1.6600949800027684,-2.1877121350268993,-2.358358866271239,-1.3510811542913304,-0.9229144516585223,0.0,1.0,0.0,1.0,1
8056,0.8997808814165227,-1.4175969510095876,-0.7665916108103452,-0.8600549239378725,-1.6609997189516963,0.0,1.0,0.0,1.0,0
8057,-0.24069026646284564,0.12263341702503563,1.35576472980418,0.12199753676904299,-0.18482918436534815,1.0,0.0,1.0,0.0,0
8061,0.8997808814165227,-1.4175969510095876,-2.358358866271239,-1.3510811542913304,-1.2919570853051094,0.0,1.0,0.0,1.0,1
8064,-0.6208473157559684,0.5076910090336915,0.8251756446505486,0.12199753676904299,1.291341350221,1.0,0.0,1.0,0.0,0
8067,-0.24069026646284564,0.5076910090336915,1.35576472980418,1.5950762278294164,0.9222987165744131,1.0,0.0,1.0,0.0,0
8069,-0.6208473157559684,0.12263341702503563,-0.23600252565671395,-0.3690286935844148,1.291341350221,1.0,0.0,1.0,0.0,0
8070,-0.24069026646284564,0.12263341702503563,1.35576472980418,1.1040499974759586,-0.18482918436534815,1.0,0.0,1.0,0.0,0
8073,-0.24069026646284564,0.5076910090336915,0.8251756446505486,-0.3690286935844148,-0.9229144516585223,1.0,0.0,1.0,0.0,0
8074,-0.6208473157559684,1.2778061930510032,-0.23600252565671395,0.8585368822992296,0.553256082927826,1.0,0.0,1.0,0.0,0
8075,0.5196238321233999,1.2778061930510032,0.2945865594969173,-0.1235155784076859,-0.9229144516585223,1.0,0.0,1.0,0.0,0
8076,-0.24069026646284564,0.8927486010423473,-0.23600252565671395,1.5950762278294164,0.18421344928123892,1.0,0.0,1.0,0.0,0
8078,0.8997808814165227,-1.4175969510095876,-2.358358866271239,-0.8600549239378725,-1.2919570853051094,0.0,1.0,0.0,1.0,1
8079,-0.6208473157559684,0.8927486010423473,-0.23600252565671395,0.6130237671225007,1.291341350221,1.0,0.0,1.0,0.0,0
8082,0.13946678283027714,1.2778061930510032,1.35576472980418,-0.1235155784076859,-0.18482918436534815,1.0,0.0,1.0,0.0,0
8083,0.13946678283027714,0.12263341702503563,-0.7665916108103452,0.12199753676904299,0.553256082927826,1.0,0.0,1.0,0.0,0
8084,0.13946678283027714,-1.0325393590009317,0.2945865594969173,-0.8600549239378725,-0.5538718180119352,1.0,0.0,1.0,0.0,0
8085,-0.24069026646284564,0.12263341702503563,0.8251756446505486,-0.1235155784076859,-0.5538718180119352,1.0,0.0,1.0,0.0,0
8087,0.13946678283027714,1.2778061930510032,1.35576472980418,0.6130237671225007,1.6603839838675871,1.0,0.0,1.0,0.0,0
8090,-0.6208473157559684,1.2778061930510032,-0.23600252565671395,-0.8600549239378725,0.553256082927826,1.0,0.0,1.0,0.0,0
8092,-0.6208473157559684,0.8927486010423473,1.35576472980418,1.1040499974759586,0.9222987165744131,1.0,0.0,1.0,0.0,1
8093,-1.0010043650490912,-0.647481766992276,1.35576472980418,-0.1235155784076859,0.18421344928123892,1.0,0.0,1.0,0.0,0
8095,-0.24069026646284564,-0.647481766992276,0.8251756446505486,-0.1235155784076859,1.6603839838675871,1.0,0.0,1.0,0.0,0
8096,-1.0010043650490912,0.5076910090336915,-0.7665916108103452,1.1040499974759586,-0.18482918436534815,1.0,0.0,1.0,0.0,0
8098,-0.6208473157559684,-0.647481766992276,0.8251756446505486,1.1040499974759586,0.553256082927826,1.0,0.0,1.0,0.0,0
8099,0.5196238321233999,-0.647481766992276,1.35576472980418,-0.3690286935844148,-0.9229144516585223,1.0,0.0,1.0,0.0,0
8100,-0.24069026646284564,-0.647481766992276,0.8251756446505486,1.5950762278294164,-0.9229144516585223,1.0,0.0,1.0,0.0,0
8101,-0.24069026646284564,-1.0325393590009317,-0.23600252565671395,0.36751065194577187,1.6603839838675871,1.0,0.0,1.0,0.0,0
8102,-0.6208473157559684,0.8927486010423473,0.2945865594969173,-0.8600549239378725,0.18421344928123892,1.0,0.0,1.0,0.0,0
8103,-1.0010043650490912,-0.2624241749836202,-0.23600252565671395,0.6130237671225007,-0.9229144516585223,1.0,0.0,1.0,0.0,0
8106,-0.24069026646284564,0.5076910090336915,0.2945865594969173,-0.6145418087611437,-0.5538718180119352,1.0,0.0,1.0,0.0,0
8109,-0.24069026646284564,0.12263341702503563,0.8251756446505486,0.8585368822992296,-0.5538718180119352,1.0,0.0,1.0,0.0,0
8110,2.4204090785890138,-1.8026545430182435,-1.8277697811176077,-1.1055680391146014,-2.0300423525982834,0.0,1.0,0.0,1.0,1
8111,-0.6208473157559684,0.5076910090336915,1.35576472980418,1.5950762278294164,-0.9229144516585223,1.0,0.0,1.0,0.0,0
8112,2.0402520292958912,-2.1877121350268993,-1.2971806959639764,-2.087620499821517,-0.9229144516585223,0.0,1.0,0.0,1.0,1
8113,-0.24069026646284564,1.2778061930510032,0.2945865594969173,1.3495631126526875,-0.5538718180119352,1.0,0.0,1.0,0.0,1
8114,-0.6208473157559684,1.6628637850596588,-0.7665916108103452,0.6130237671225007,0.9222987165744131,1.0,0.0,1.0,0.0,0
8115,-1.0010043650490912,1.2778061930510032,0.8251756446505486,0.6130237671225007,0.18421344928123892,1.0,0.0,1.0,0.0,0
8116,-1.0010043650490912,0.5076910090336915,1.35576472980418,0.12199753676904299,-0.18482918436534815,1.0,0.0,1.0,0.0,0
8118,-1.0010043650490912,0.12263341702503563,1.35576472980418,1.5950762278294164,-0.5538718180119352,1.0,0.0,1.0,0.0,0
8121,3.1807231771752593,-1.8026545430182435,-1.8277697811176077,-2.087620499821517,-2.0300423525982834,0.0,1.0,0.0,1.0,1
8123,0.5196238321233999,-1.4175969510095876,-1.2971806959639764,-1.8421073846447882,-1.2919570853051094,0.0,1.0,0.0,1.0,1
8124,-0.6208473157559684,-0.2624241749836202,0.2945865594969173,1.5950762278294164,-0.5538718180119352,1.0,0.0,1.0,0.0,0
8125,-1.0010043650490912,0.8927486010423473,0.8251756446505486,0.8585368822992296,0.18421344928123892,1.0,0.0,1.0,0.0,0
8126,-0.24069026646284564,0.8927486010423473,0.8251756446505486,1.1040499974759586,1.291341350221,1.0,0.0,1.0,0.0,0
8127,-0.24069026646284564,1.2778061930510032,-0.7665916108103452,0.12199753676904299,0.553256082927826,1.0,0.0,1.0,0.0,0
8130,-1.0010043650490912,0.8927486010423473,0.2945865594969173,0.6130237671225007,1.6603839838675871,1.0,0.0,1.0,0.0,0
8131,-0.6208473157559684,-0.647481766992276,1.35576472980418,-0.8600549239378725,-0.18482918436534815,1.0,0.0,1.0,0.0,0
8132,-0.6208473157559684,1.2778061930510032,1.35576472980418,1.3495631126526875,-0.5538718180119352,1.0,0.0,1.0,0.0,0
8133,-0.24069026646284564,-0.2624241749836202,-0.7665916108103452,1.5950762278294164,0.18421344928123892,1.0,0.0,1.0,0.0,0
8134,0.13946678283027714,0.12263341702503563,-0.7665916108103452,1.3495631126526875,1.291341350221,1.0,0.0,1.0,0.0,0
8139,-0.6208473157559684,0.8927486010423473,0.2945865594969173,1.1040499974759586,1.291341350221,1.0,0.0,1.0,0.0,0
8140,0.13946678283027714,-0.647481766992276,0.2945865594969173,1.3495631126526875,1.291341350221,1.0,0.0,1.0,0.0,0
8141,-0.6208473157559684,0.5076910090336915,0.8251756446505486,-0.6145418087611437,0.18421344928123892,1.0,0.0,1.0,0.0,0
8142,0.13946678283027714,0.8927486010423473,1.35576472980418,-0.6145418087611437,0.553256082927826,1.0,0.0,1.0,0.0,0
8144,0.5196238321233999,0.12263341702503563,0.8251756446505486,-0.1235155784076859,0.9222987165744131,1.0,0.0,1.0,0.0,0
8145,-1.0010043650490912,0.8927486010423473,-0.23600252565671395,-0.8600549239378725,0.553256082927826,1.0,0.0,1.0,0.0,1
8146,-1.0010043650490912,-0.647481766992276,0.2945865594969173,-1.1055680391146014,0.553256082927826,1.0,0.0,1.0,0.0,0
8147,-0.6208473157559684,-0.647481766992276,1.35576472980418,-0.3690286935844148,-0.9229144516585223,1.0,0.0,1.0,0.0,0
8148,0.13946678283027714,0.8927486010423473,0.2945865594969173,-0.6145418087611437,0.553256082927826,1.0,0.0,1.0,0.0,0
8151,-1.0010043650490912,1.2778061930510032,1.35576472980418,-0.3690286935844148,1.291341350221,1.0,0.0,1.0,0.0,0
8152,0.13946678283027714,0.8927486010423473,1.35576472980418,1.5950762278294164,0.9222987165744131,1.0,0.0,1.0,0.0,0
8154,3.1807231771752593,-1.0325393590009317,-2.358358866271239,-1.1055680391146014,-0.9229144516585223,0.0,1.0,0.0,1.0,1
8155,-0.6208473157559684,0.12263341702503563,0.8251756446505486,-0.6145418087611437,-0.9229144516585223,1.0,0.0,1.0,0.0,0
8157,-0.6208473157559684,0.12263341702503563,-0.7665916108103452,0.36751065194577187,0.18421344928123892,1.0,0.0,1.0,0.0,0
8159,3.1807231771752593,-1.8026545430182435,-1.2971806959639764,-1.5965942694680593,-0.9229144516585223,0.0,1.0,0.0,1.0,1
8160,0.13946678283027714,1.6628637850596588,-0.23600252565671395,-0.1235155784076859,0.9222987165744131,1.0,0.0,1.0,0.0,0
8161,-0.24069026646284564,-0.647481766992276,1.35576472980418,-0.3690286935844148,-0.18482918436534815,1.0,0.0,1.0,0.0,0
8162,-1.0010043650490912,-0.647481766992276,-0.23600252565671395,0.6130237671225007,-0.18482918436534815,1.0,0.0,1.0,0.0,0
8166,-0.6208473157559684,1.2778061930510032,0.8251756446505486,-0.1235155784076859,0.553256082927826,1.0,0.0,1.0,0.0,0
8167,-0.6208473157559684,-0.2624241749836202,0.2945865594969173,0.12199753676904299,-0.9229144516585223,1.0,0.0,1.0,0.0,0
8168,-0.6208473157559684,0.8927486010423473,0.2945865594969173,-0.8600549239378725,-0.5538718180119352,1.0,0.0,1.0,0.0,0
8170,0.13946678283027714,1.6628637850596588,-0.23600252565671395,-0.1235155784076859,0.553256082927826,1.0,0.0,1.0,0.0,0
8171,2.8005661278821368,-1.0325393590009317,-0.7665916108103452,-1.1055680391146014,-1.2919570853051094,0.0,1.0,0.0,1.0,1
8172,-1.0010043650490912,0.5076910090336915,0.8251756446505486,0.36751065194577187,0.18421344928123892,1.0,0.0,1.0,0.0,0
8173,0.5196238321233999,0.12263341702503563,-0.7665916108103452,0.6130237671225007,-0.5538718180119352,1.0,0.0,1.0,0.0,0
8174,0.8997808814165227,1.2778061930510032,0.8251756446505486,1.5950762278294164,1.291341350221,1.0,0.0,1.0,0.0,0
8175,-0.24069026646284564,0.12263341702503563,0.8251756446505486,0.6130237671225007,-1.2919570853051094,1.0,0.0,1.0,0.0,0
8176,0.13946678283027714,0.8927486010423473,-0.7665916108103452,-0.3690286935844148,1.291341350221,1.0,0.0,1.0,0.0,0
8177,-1.0010043650490912,0.8927486010423473,1.35576472980418,0.12199753676904299,-0.5538718180119352,1.0,0.0,1.0,0.0,0
8179,0.13946678283027714,-0.647481766992276,0.8251756446505486,1.5950762278294164,1.291341350221,1.0,0.0,1.0,0.0,0
8183,0.13946678283027714,0.8927486010423473,-0.7665916108103452,-0.6145418087611437,-0.5538718180119352,1.0,0.0,1.0,0.0,0
8184,0.13946678283027714,-0.2624241749836202,1.35576472980418,0.8585368822992296,1.291341350221,1.0,0.0,1.0,0.0,0
8186,0.13946678283027714,0.5076910090336915,0.8251756446505486,1.1040499974759586,0.553256082927826,1.0,0.0,1.0,0.0,0
8187,-1.0010043650490912,-1.0325393590009317,0.8251756446505486,-0.6145418087611437,0.553256082927826,1.0,0.0,1.0,0.0,0
8188,0.5196238321233999,-0.647481766992276,1.35576472980418,0.8585368822992296,1.6603839838675871,1.0,0.0,1.0,0.0,0
8191,0.13946678283027714,-1.0325393590009317,0.2945865594969173,1.3495631126526875,-0.9229144516585223,1.0,0.0,1.0,0.0,0
8192,-0.6208473157559684,0.5076910090336915,1.35576472980418,1.1040499974759586,0.18421344928123892,1.0,0.0,1.0,0.0,0
8197,-0.24069026646284564,-0.2624241749836202,-0.7665916108103452,1.5950762278294164,-0.5538718180119352,1.0,0.0,1.0,0.0,0
8199,-0.6208473157559684,0.8927486010423473,-0.23600252565671395,-0.6145418087611437,1.291341350221,1.0,0.0,1.0,0.0,0
8200,-1.0010043650490912,1.2778061930510032,-0.7665916108103452,0.6130237671225007,0.553256082927826,1.0,0.0,1.0,0.0,0
8201,-1.0010043650490912,-1.0325393590009317,0.8251756446505486,1.3495631126526875,-0.18482918436534815,1.0,0.0,1.0,0.0,0
8204,2.4204090785890138,-1.0325393590009317,-1.2971806959639764,-0.3690286935844148,-0.5538718180119352,0.0,1.0,0.0,1.0,0
8208,-0.6208473157559684,-1.0325393590009317,-0.23600252565671395,0.12199753676904299,-0.5538718180119352,1.0,0.0,1.0,0.0,0
8211,-1.0010043650490912,1.2778061930510032,0.8251756446505486,-1.1055680391146014,-0.9229144516585223,1.0,0.0,1.0,0.0,0
8212,0.5196238321233999,1.2778061930510032,1.35576472980418,1.1040499974759586,0.553256082927826,1.0,0.0,1.0,0.0,0
8213,-0.6208473157559684,-0.2624241749836202,1.35576472980418,-0.3690286935844148,-0.5538718180119352,1.0,0.0,1.0,0.0,0
8215,-0.6208473157559684,1.2778061930510032,-0.7665916108103452,1.3495631126526875,-0.5538718180119352,1.0,0.0,1.0,0.0,0
8217,-1.0010043650490912,-1.0325393590009317,-0.23600252565671395,1.1040499974759586,1.291341350221,1.0,0.0,1.0,0.0,0
8218,-0.6208473157559684,1.6628637850596588,-0.23600252565671395,-0.6145418087611437,-0.18482918436534815,1.0,0.0,1.0,0.0,0
8222,-0.6208473157559684,-0.2624241749836202,0.2945865594969173,1.5950762278294164,0.9222987165744131,1.0,0.0,1.0,0.0,0
8224,0.8997808814165227,-1.4175969510095876,-2.358358866271239,-2.087620499821517,-2.0300423525982834,0.0,1.0,0.0,1.0,1
8226,-0.6208473157559684,0.12263341702503563,0.2945865594969173,-1.3510811542913304,-0.18482918436534815,1.0,0.0,1.0,0.0,0
8231,-1.0010043650490912,1.2778061930510032,0.2945865594969173,0.36751065194577187,-0.5538718180119352,1.0,0.0,1.0,0.0,0
8232,-1.0010043650490912,1.6628637850596588,0.8251756446505486,1.5950762278294164,0.553256082927826,1.0,0.0,1.0,0.0,0
8234,2.0402520292958912,-1.8026545430182435,-2.358358866271239,-1.1055680391146014,-0.9229144516585223,0.0,1.0,0.0,1.0,1
8235,-1.0010043650490912,-0.647481766992276,-0.7665916108103452,0.8585368822992296,1.291341350221,1.0,0.0,1.0,0.0,0
8236,-0.6208473157559684,0.12263341702503563,-0.23600252565671395,0.12199753676904299,0.18421344928123892,1.0,0.0,1.0,0.0,0
8238,2.8005661278821368,-2.1877121350268993,-0.7665916108103452,-0.8600549239378725,-1.6609997189516963,0.0,1.0,0.0,1.0,1
8240,2.0402520292958912,-2.1877121350268993,-1.8277697811176077,-1.3510811542913304,-1.6609997189516963,0.0,1.0,0.0,1.0,1
8241,-1.0010043650490912,-0.647481766992276,-0.23600252565671395,-0.3690286935844148,0.9222987165744131,1.0,0.0,1.0,0.0,0
8243,0.13946678283027714,0.8927486010423473,-0.23600252565671395,1.5950762278294164,1.6603839838675871,1.0,0.0,1.0,0.0,0
8244,0.13946678283027714,-0.647481766992276,1.35576472980418,1.1040499974759586,-0.18482918436534815,1.0,0.0,1.0,0.0,0
8245,-1.0010043650490912,-0.647481766992276,0.2945865594969173,-0.3690286935844148,0.18421344928123892,1.0,0.0,1.0,0.0,0
8246,2.0402520292958912,-0.2624241749836202,0.2945865594969173,0.6130237671225007,-0.9229144516585223,1.0,0.0,1.0,0.0,0
8247,-0.24069026646284564,-0.647481766992276,-0.7665916108103452,-0.1235155784076859,-0.5538718180119352,1.0,0.0,1.0,0.0,0
8248,-0.24069026646284564,-0.647481766992276,1.35576472980418,0.12199753676904299,-0.18482918436534815,1.0,0.0,1.0,0.0,0
8250,-0.6208473157559684,-0.2624241749836202,0.2945865594969173,-0.8600549239378725,-0.9229144516585223,1.0,0.0,1.0,0.0,0
8251,-0.6208473157559684,0.5076910090336915,-0.23600252565671395,0.6130237671225007,0.9222987165744131,1.0,0.0,1.0,0.0,0
8253,0.13946678283027714,1.2778061930510032,-0.7665916108103452,-0.3690286935844148,-0.9229144516585223,1.0,0.0,1.0,0.0,0
8256,0.13946678283027714,-0.647481766992276,0.2945865594969173,-0.8600549239378725,0.9222987165744131,1.0,0.0,1.0,0.0,0
8257,-0.6208473157559684,0.8927486010423473,0.8251756446505486,-0.6145418087611437,1.6603839838675871,1.0,0.0,1.0,0.0,0
8258,-0.6208473157559684,-0.647481766992276,0.8251756446505486,0.6130237671225007,0.553256082927826,1.0,0.0,1.0,0.0,0
8260,0.13946678283027714,0.8927486010423473,1.35576472980418,-0.6145418087611437,-0.18482918436534815,1.0,0.0,1.0,0.0,0
8262,1.2799379307096455,-2.1877121350268993,-1.8277697811176077,-0.8600549239378725,-2.0300423525982834,0.0,1.0,0.0,1.0,1
8265,0.13946678283027714,0.8927486010423473,-0.23600252565671395,1.5950762278294164,-0.9229144516585223,1.0,0.0,1.0,0.0,0
8266,-0.6208473157559684,0.8927486010423473,-0.23600252565671395,1.1040499974759586,0.9222987165744131,1.0,0.0,1.0,0.0,0
8268,-1.0010043650490912,0.8927486010423473,1.35576472980418,-0.3690286935844148,1.291341350221,1.0,0.0,1.0,0.0,0
8269,1.6600949800027684,-2.1877121350268993,-1.2971806959639764,-1.8421073846447882,-0.9229144516585223,0.0,1.0,0.0,1.0,1
8271,-0.24069026646284564,0.12263341702503563,0.8251756446505486,0.8585368822992296,0.18421344928123892,1.0,0.0,1.0,0.0,0
8272,-0.24069026646284564,-0.2624241749836202,-0.23600252565671395,-1.1055680391146014,-0.18482918436534815,1.0,0.0,1.0,0.0,0
8273,0.13946678283027714,0.8927486010423473,0.8251756446505486,0.8585368822992296,1.6603839838675871,1.0,0.0,1.0,0.0,0
8277,0.8997808814165227,-2.1877121350268993,-0.7665916108103452,-1.8421073846447882,-2.0300423525982834,0.0,1.0,0.0,1.0,1
8278,-0.6208473157559684,-0.2624241749836202,0.8251756446505486,0.36751065194577187,1.291341350221,1.0,0.0,1.0,0.0,0
8279,-0.6208473157559684,0.12263341702503563,0.2945865594969173,0.36751065194577187,0.553256082927826,1.0,0.0,1.0,0.0,0
8280,0.13946678283027714,0.8927486010423473,-0.23600252565671395,0.8585368822992296,-0.18482918436534815,1.0,0.0,1.0,0.0,0
8281,-0.6208473157559684,0.8927486010423473,0.2945865594969173,1.5950762278294164,1.291341350221,1.0,0.0,1.0,0.0,0
8283,1.2799379307096455,-1.4175969510095876,-0.7665916108103452,-1.3510811542913304,-2.0300423525982834,0.0,1.0,0.0,1.0,1
8284,1.6600949800027684,-1.0325393590009317,-0.7665916108103452,-1.5965942694680593,-0.9229144516585223,0.0,1.0,0.0,1.0,0
8287,-0.6208473157559684,-0.2624241749836202,0.8251756446505486,0.8585368822992296,1.6603839838675871,1.0,0.0,1.0,0.0,0
8288,-1.0010043650490912,0.12263341702503563,-0.7665916108103452,0.8585368822992296,1.291341350221,1.0,0.0,1.0,0.0,0
8292,-1.0010043650490912,0.12263341702503563,0.2945865594969173,-0.1235155784076859,1.291341350221,1.0,0.0,1.0,0.0,0
8293,-0.6208473157559684,1.2778061930510032,1.35576472980418,0.8585368822992296,1.6603839838675871,1.0,0.0,1.0,0.0,0
8294,-0.6208473157559684,1.2778061930510032,-0.7665916108103452,-0.1235155784076859,0.9222987165744131,1.0,0.0,1.0,0.0,0
8295,0.13946678283027714,0.12263341702503563,1.35576472980418,-1.1055680391146014,0.553256082927826,1.0,0.0,1.0,0.0,0
8296,-1.0010043650490912,1.2778061930510032,0.8251756446505486,1.3495631126526875,-0.18482918436534815,1.0,0.0,1.0,0.0,0
8297,0.5196238321233999,1.6628637850596588,-0.23600252565671395,0.36751065194577187,1.291341350221,1.0,0.0,1.0,0.0,0
8298,-0.24069026646284564,-0.2624241749836202,1.35576472980418,-0.1235155784076859,0.553256082927826,1.0,0.0,1.0,0.0,0
8299,-0.6208473157559684,0.5076910090336915,-0.23600252565671395,-1.1055680391146014,0.553256082927826,1.0,0.0,1.0,0.0,0
8302,-1.0010043650490912,-0.2624241749836202,1.35576472980418,1.3495631126526875,0.9222987165744131,1.0,0.0,1.0,0.0,0
8303,0.5196238321233999,0.8927486010423473,1.35576472980418,0.36751065194577187,0.9222987165744131,1.0,0.0,1.0,0.0,0
8304,0.13946678283027714,0.5076910090336915,0.8251756446505486,-0.3690286935844148,0.18421344928123892,1.0,0.0,1.0,0.0,0
8307,-0.24069026646284564,0.8927486010423473,1.35576472980418,0.8585368822992296,0.553256082927826,1.0,0.0,1.0,0.0,0
8308,-0.24069026646284564,0.12263341702503563,-0.7665916108103452,1.1040499974759586,0.18421344928123892,1.0,0.0,1.0,0.0,0
8310,0.13946678283027714,0.12263341702503563,0.8251756446505486,0.8585368822992296,-0.9229144516585223,1.0,0.0,1.0,0.0,0
8312,0.5196238321233999,0.12263341702503563,0.8251756446505486,1.1040499974759586,-0.9229144516585223,1.0,0.0,1.0,0.0,0
8313,-0.6208473157559684,-0.2624241749836202,-0.7665916108103452,0.36751065194577187,-0.18482918436534815,1.0,0.0,1.0,0.0,0
8314,1.2799379307096455,-1.8026545430182435,-0.7665916108103452,-2.087620499821517,-0.9229144516585223,0.0,1.0,0.0,1.0,1
8316,-0.6208473157559684,1.6628637850596588,0.8251756446505486,0.6130237671225007,-0.18482918436534815,1.0,0.0,1.0,0.0,0
8317,-0.24069026646284564,0.12263341702503563,-0.23600252565671395,-1.1055680391146014,0.553256082927826,1.0,0.0,1.0,0.0,0
8321,-0.6208473157559684,0.12263341702503563,-0.7665916108103452,0.12199753676904299,-0.9229144516585223,1.0,0.0,1.0,0.0,0
8324,0.13946678283027714,1.6628637850596588,-0.23600252565671395,0.36751065194577187,0.18421344928123892,1.0,0.0,1.0,0.0,0
8325,0.8997808814165227,-2.1877121350268993,-1.2971806959639764,-1.5965942694680593,-1.6609997189516963,0.0,1.0,0.0,1.0,1
8326,3.1807231771752593,-1.8026545430182435,-1.2971806959639764,-2.087620499821517,-1.2919570853051094,0.0,1.0,0.0,1.0,1
8328,0.13946678283027714,1.2778061930510032,1.35576472980418,-0.6145418087611437,1.291341350221,1.0,0.0,1.0,0.0,0
8329,-1.0010043650490912,0.12263341702503563,-0.23600252565671395,-0.6145418087611437,0.9222987165744131,1.0,0.0,1.0,0.0,0
8330,-1.0010043650490912,-0.2624241749836202,-0.23600252565671395,0.36751065194577187,-0.9229144516585223,1.0,0.0,1.0,0.0,0
8332,-0.24069026646284564,1.2778061930510032,0.2945865594969173,1.1040499974759586,-0.5538718180119352,1.0,0.0,1.0,0.0,0
8333,-1.0010043650490912,-0.2624241749836202,-0.23600252565671395,1.5950762278294164,-0.18482918436534815,1.0,0.0,1.0,0.0,0
8336,0.13946678283027714,-0.647481766992276,-0.7665916108103452,-0.3690286935844148,1.291341350221,1.0,0.0,1.0,0.0,0
8337,0.13946678283027714,0.5076910090336915,0.2945865594969173,-0.8600549239378725,-0.5538718180119352,1.0,0.0,1.0,0.0,0
